title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
Modern Apartment for Sale,43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,84354
Large Family House in Erbil,900000.0,524,5,5.0,"Erbil Garden, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.5,1,Jamana Real Estate Company,(Down payment),0,0,1,0,89857
"Spacious House in Erbil, 5 Bedrooms",255000.0,250,5,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,1,0,89855
New House,95000.0,150,4,3.0,"Sarbakhoyi, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,89854
Modern Furnished Apartment in Bakhtyary Twin Towers,400.0,55,0,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,88095
Modern 1 Bedroom Apartment in Rami Towers,500.0,105,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89619
Modern Apartment with Stunning View,500.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89637
Modern Furnished Apartment in Rami Towers,950.0,170,3,3.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89629
Modern Apartment with 2 Bedrooms,108090.0,133,2,2.0,"Unique Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1619,1,Divine Real Estate Company,(Down + Second payment),0,1,0,0,89852
Modern 1-Bedroom Apartment in Rasan Towers,300.0,80,1,1.0,"Rasan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89851
New Apartment in Rasan Towers,300.0,75,1,1.0,"Rasan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89850
Modern House,405000.0,430,5,5.0,"Spanish Village, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,1,0,87497
Cozy apartment in Erbil,300.0,84,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,83713
Spacious Commercial Building in Tayrawa,1100000.0,450,6,5.0,"Tayrawa, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,1,0,89842
Office for Rent,600.0,123,0,,"Empire Business Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,82206
Furnished Apartment For Sale,175000.0,186,2,2.0,"Empire Wings, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89849
Two Floor House,222500.0,420,6,5.0,"Hiwa City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,,0,1,0,0,43406
Spacious house in Aram Village 2,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89847
Modern Apartment in Empire Pearl Towers,350.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89841
Furnished Apartment For Rent,600.0,59,0,1.0,"Cavalli Tower, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Million House Real Estate Company,(Monthly),0,0,1,0,89844
Modern 1 Bedroom Apartment for Sale,38500.0,80,1,1.0,"Rasan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89838
House under Construction,149000.0,236,5,6.0,"Hiwa City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,,0,1,0,0,74108
Cozy 3-Bedroom Apartment in Erbil,54500.0,115,3,2.0,"Rasan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89837
Modern Apartment in Star Towers,400.0,77,1,1.0,"Star Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89836
Modern House with 4 Bedrooms,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,80931
Modern Apartment with Great Views,400.0,108,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89846
Cozy 4-Bedroom House in Erbil,275000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89848
Modern Furnished Apartment in Erbil,400.0,87,1,1.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,83789
Studio Apartment,350.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,89833
Spacious Family Home in Aram Village 2,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89834
Bright and airy apartment in prime location,450.0,105,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89829
Furnished Apartment For Sale in Rona Tower,54000.0,79,1,1.0,"Rona Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,89832
Elegant Two-Bedroom Apartment for Rent,550.0,161,2,2.0,"Green World, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89831
Cozy Studio Apartment in Queen Tower,63000.0,63,0,1.0,"Queen Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,89830
Bright Studio Apartment with Great Views,250.0,53,0,1.0,"Green World, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89828
Internal View Apartment,300.0,68,0,1.0,"Green World, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89827
Bright One Bedroom Apartment,400.0,84,1,1.0,"Green World, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89826
Furnished Apartment For Rent,550.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89825
1BR Apartment in Empire Wings,450.0,86,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89824
Apartment (2+1),400.0,133,2,2.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89845
Two Floor House,550.0,200,4,4.0,"32 Park (Sarbasti), Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89823
Apartment in Erbil with 2 Bedrooms,350.0,105,2,2.0,"Lalav Sun Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,89822
"1 Bed Erbil Apartment, Empire Diamond",81500.0,97,1,1.0,"Empire Diamond, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Remal Real Estate Company,(Negotiable),0,0,1,0,89820
Internal View Apartment,500.0,116,2,2.0,"Lalav Sun Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,89821
VIP House,215000.0,210,4,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,0,1,0,63786
Furnished Apartment For Rent,450.0,105,2,1.0,"Lalav Sun Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,89818
Internal View Apartment,275.0,75,1,1.0,"Lalav Sun Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,89817
Apartment (2+1),450.0,120,2,1.0,"Kore Tower 5, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Genova Real Estate Company,(Monthly),0,0,1,0,89814
House Opposite Garden,108000.0,106,3,3.0,"Shorsh, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Shkoy Sha Real Estate Company,(Negotiable),0,0,1,0,89813
Cozy one-bedroom apartment with great view,350.0,77,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89812
Commercial Building (101m²),700000.0,101,0,,"Bata Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,89811
Modern 1-Bedroom Apartment in Empire Wings,450.0,86,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,89810
Modern 2-Bedroom Apartment,51500.0,110,2,1.0,"Rasan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89839
Spacious Villa in Erbil Garden,900000.0,524,5,5.0,"Erbil Garden, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.5,1,Jamana Real Estate Company,(Down payment),0,0,1,0,89809
Spacious House in Erbil Garden,900000.0,524,5,5.0,"Erbil Garden, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.5,1,Jamana Real Estate Company,(Down payment),0,0,1,0,89808
Spacious 5-Bedroom House in Erbil Garden,900000.0,524,5,5.0,"Erbil Garden, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.5,1,Jamana Real Estate Company,(Down payment),0,0,1,0,89806
Apartment with 3 Bedrooms in Mini Slava,190000.0,220,3,2.0,"Mini Slava, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.75,1,Mulkdar Real Estate Company,(Negotiable + Down payment),0,0,1,0,74037
Modern Duplex in Erbil,285636.0,238,3,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87714
3 Bedroom Apartment in English Tower,199020.0,186,3,2.0,"English Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,English Tower by King Inssat,(Down payment),0,1,0,0,72154
Cozy Apartment in Erbil,84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1771,1,Alaska Towers Project,(Down payment),0,1,0,1,75558
Cozy Apartment in Erbil Boulevard,77000.0,74,0,1.0,"Boulevard, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,89804
Apartment (245m²),240100.0,245,3,3.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,London Towers Project,(Down payment),0,1,0,0,65673
Farm (8500m²),280000.0,8500,2,2.0,"150m Street, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,,0,0,1,1,79513
"Spacious house in Erbil, 200m²",185000.0,200,4,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,1,1,89803
Studio Apartment,400.0,74,0,1.0,"Boulevard, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,89802
Luxurious 4-Bedroom Apartment for Sale,249900.0,238,4,3.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.75,1,Shahan Company,(Down payment),0,0,1,0,85342
Apartment (2+1),79560.0,102,2,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Qaiwan Group Company,(Down + Second payment),0,1,0,1,66598
Luxurious Villa with 10 Bedrooms in Waziran,7500000.0,1800,10,10.0,"Wazyiran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,1,1,61450
Modern Apartment with Stunning Views,250.0,66,1,1.0,"Eskan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89801
Cozy 3 Bedroom House in Erbil,75000.0,125,3,2.0,"Farmanbaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,1,0,89800
Multiple Size Shops for Sale,200000.0,60,0,,"New Industrial Zone, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,1,0,0,81443
Modern apartment in Life Towers,300.0,73,1,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89799
Modern 2 Bedroom Apartment,52000.0,110,2,1.0,"Rasan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89840
Modern 2-Bedroom Apartment with Stunning View,500.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,89719
Spacious Apartment For Sale,65000.0,105,2,2.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1846,1,The Atlantic,(Down payment),0,0,0,0,84221
Studio Apartment,550.0,64,0,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89787
High-floor apartment in Tulip Towers,109200.0,104,1,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Jamana Real Estate Company,(Down payment),0,1,0,0,89797
Modern Apartment in London Towers,128600.0,118,1,2.0,"London Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.5443,1,Jamana Real Estate Company,(Down + Second payment),0,1,0,0,89796
Modern Studio for Rent in Erbil,350.0,46,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89794
Internal View Apartment,600.0,170,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89793
Elegant Apartment in Empire Wings,600.0,92,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,89792
Furnished Apartment For Rent,400.0,48,0,1.0,"Empire Diamond, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,89791
Furnished Apartment For Rent,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89789
Modern 2 Bedroom Apartment in Kore Tower,400.0,118,2,1.0,"Kore Tower 5, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Genova Real Estate Company,(Monthly),0,0,1,0,89788
Mixed-Use Building in Prime Location,3000.0,80,0,,"New Langa Bazar, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Mulkdar Real Estate Company,(Monthly),0,0,1,0,80701
Modern Apartment with 3 Bedrooms,163500.0,209,3,2.0,"MRF Quattro Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89784
Elegant 4 Bedroom Home in Spanish Village,320000.0,384,4,5.0,"Spanish Village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Negotiable),0,1,0,0,82472
Modern House,210000.0,200,3,4.0,"Italian village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Negotiable),0,0,1,0,86560
VIP House,1100.0,276,4,,"Aram Village 2, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Monthly),0,0,1,0,87379
"Cozy 1 Bedroom Apartment, Eskan Towers",250.0,70,1,1.0,"Eskan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89783
Two Floor House,1000.0,242,4,5.0,"Aram Village 2, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Monthly),0,0,1,0,88649
Large showroom on 100 Meter Street,25000.0,3500,0,,"100 Meter Street, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Mulkdar Real Estate Company,(Monthly),0,0,1,0,49678
"Spacious House in Erbil, Farmanbaran",145000.0,150,4,3.0,"Farmanbaran, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89782
Spacious House in Farmanbaran,86500.0,125,4,3.0,"Farmanbaran, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,,0,0,1,0,89781
Cozy Studio Apartment in Boulevard in Erbil,400.0,74,0,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89774
Spacious Apartment with One Bedroom,82000.0,105,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,89780
Modern One-Bedroom Apartment in Erbil,70000.0,92,1,1.0,"Unique Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Divine Real Estate Company,,0,1,0,0,89779
Luxury House in Hiwa City,250000.0,285,4,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,0,1,0,57953
Modern Home with 4 Bedrooms,232500.0,184,4,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,0,1,0,83620
Elegant 1-Bedroom Apartment,92000.0,115,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,89777
Cozy 3 Bedroom Fully Furnished Apartment,550.0,116,3,2.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89775
Modern Apartment with 2 Bedrooms,400.0,116,2,2.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,83356
Spacious House with 4 Bedrooms,182500.0,200,4,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Remal Real Estate Company,,0,0,1,0,89776
1 Bedroom Apartment in Empire Pearl Towers For Sale,95000.0,98,1,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sakan Real Estate Company,,0,0,1,1,44217
Spacious House for Rent,1300.0,300,5,6.0,"Aram village, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,89773
Cozy rental flat in Eskan tower,250.0,70,1,1.0,"Eskan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89772
Cozy one bedroom apartment with views,375.0,91,1,1.0,"Empire Diamond, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89769
Spacious 3 Bed Apartment in Empire Wings,190000.0,223,3,3.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Remal Real Estate Company,(Negotiable),0,0,1,0,89766
Cozy Apartment in Queen Tower,83600.0,88,1,1.0,"Queen Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,89765
Modern 1-Bedroom Apartment in Queen Tower,83600.0,88,1,1.0,"Queen Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Divine Real Estate Company,,0,0,1,0,89764
Furnished Apartment For Sale,82000.0,130,2,1.0,"Peshang Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.6098,1,Divine Real Estate Company,(Negotiable + Down payment),0,0,1,1,89761
Quick Sale,134500.0,221,5,5.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,1,0,0,89756
Spacious Duplex Apartment in Tulip Towers,285312.0,238,3,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87631
Modern Apartment For Sale in Vana Towers,136800.0,180,2,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Vana Towers Project,(Down payment),0,1,0,0,82693
Luxurious Apartment in Prime Location,135890.0,127,2,2.0,"English Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,English Tower by King Inssat,(Down payment),0,1,0,0,72153
Spacious 1BR Apartment,77500.0,101,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1587,1,Alaska Towers Project,(Down payment),0,1,0,1,75318
Furnished Apartment in Life Towers,82500.0,137,2,1.0,"Life Towers, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Zahrat AlMadain Company,,0,0,1,0,79022
Cozy Apartment in Empire Wings,350.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89755
External View Apartment,300.0,54,0,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,89753
Modern Apartment in installment,134400.0,128,1,1.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,London Towers Project,(Down payment),0,1,0,0,65322
Luxurious Villa with Green Area,4500000.0,2500,5,,"Green Land, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,,0,0,1,0,83909
Furnished Apartment For Rent,800.0,99,1,1.0,"Cavalli Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Shahan Company,(Monthly),0,0,1,0,88908
Building K1 (120m),96200.0,120,2,2.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1507,1,Qaiwan Group Company,(Down payment),0,1,0,0,68346
Special Offers in Atlantic City,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,84113
New House,104000.0,130,3,2.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Safeen Real Estate Company,(Negotiable),0,1,0,0,89750
Modern Furnished Apartment with 1 Bedroom,650.0,88,1,1.0,"Queen Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89748
Spacious Family Home for Sale in Erbil (Olive Garden),288000.0,320,5,5.0,"Olive Garden City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,Dyar Real Estate Company,(Down payment),0,1,0,0,89746
Cozy 1 Bedroom Apartment with Stunning Views,250.0,75,1,1.0,"Rasan Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Sakan Real Estate Company,(Monthly),0,0,1,0,89743
Modern office in Empire Business Towers,700.0,123,0,,"Empire Business Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89742
Cozy 2-Bedroom Apartment with Stunning Views,700.0,108,2,2.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zhirn Real Estate Company,(Monthly),0,0,1,0,89741
Prime Location Commercial Property in Erbil,1218000.0,580,0,,"Anjumani waziyran street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,1,0,85187
Cozy one floor House in Zanko Village,240000.0,250,2,1.0,"Zanko Village, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,89740
Modern Apartment in New Eskan,400.0,150,2,2.0,"New Eskan, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Dyar Real Estate Company,(Monthly),0,0,1,0,89739
Spacious House in Slava City 2,800.0,400,5,3.0,"Slava City 2, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Mulkdar Real Estate Company,(Monthly),0,0,1,0,87852
Spacious 4-Bedroom House in Asco Village,264350.0,230,4,4.0,"Asco Village, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,Jamana Real Estate Company,(Down payment),0,1,0,0,88669
Modern 2 Bedroom Apartment,500.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,89274
Furnished Apartment For Sale,130000.0,345,3,3.0,"Life Towers, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Zahrat AlMadain Company,,0,0,1,0,87422
